"CombinaisonID","Replicates","Code","mix_ID","decay","N","C","P","lignin","cellulose","hemicellulose","wsc","CN","CP","NP"
"MRL6","A","MRL6A","rFAGSYLrPICABI","0.523509493","0.903252413","46.2975235","0.065916643","24.19764957","19.51005155","17.13639152","39.15590736","51.25646258","702.3647008","13.70294916"
"MRL6","C","MRL6C","rFAGSYLrPICABI","0.523509493","0.903252413","46.2975235","0.065916643","24.19764957","19.51005155","17.13639152","39.15590736","51.25646258","702.3647008","13.70294916"
"MRL6","D","MRL6D","rFAGSYLrPICABI","0.523509493","0.903252413","46.2975235","0.065916643","24.19764957","19.51005155","17.13639152","39.15590736","51.25646258","702.3647008","13.70294916"
"MRL6","F","MRL6F","rFAGSYLrPICABI","0.523509493","0.903252413","46.2975235","0.065916643","24.19764957","19.51005155","17.13639152","39.15590736","51.25646258","702.3647008","13.70294916"
"MRL7","A","MRL7A","rACEPSErPICABI","0.791281475","1.04000933","45.4849364","0.069788102","19.84776485","18.74207549","15.99662423","45.41353543","43.73512342","651.7577468","14.90238728"
"MRL7","C","MRL7C","rACEPSErPICABI","0.791281475","1.04000933","45.4849364","0.069788102","19.84776485","18.74207549","15.99662423","45.41353543","43.73512342","651.7577468","14.90238728"
"MRL7","D","MRL7D","rACEPSErPICABI","0.791281475","1.04000933","45.4849364","0.069788102","19.84776485","18.74207549","15.99662423","45.41353543","43.73512342","651.7577468","14.90238728"
"MRL7","F","MRL7F","rACEPSErPICABI","0.791281475","1.04000933","45.4849364","0.069788102","19.84776485","18.74207549","15.99662423","45.41353543","43.73512342","651.7577468","14.90238728"
"MRL8","A","MRL8A","rABIALBrFAGSYL","0.37522667","1.110898634","47.27720324","0.067632589","26.89258962","18.88768453","17.73546061","36.48426524","42.55762119","699.0299181","16.42549321"
"MRL8","C","MRL8C","rABIALBrFAGSYL","0.37522667","1.110898634","47.27720324","0.067632589","26.89258962","18.88768453","17.73546061","36.48426524","42.55762119","699.0299181","16.42549321"
"MRL8","D","MRL8D","rABIALBrFAGSYL","0.37522667","1.110898634","47.27720324","0.067632589","26.89258962","18.88768453","17.73546061","36.48426524","42.55762119","699.0299181","16.42549321"
"MRL8","F","MRL8F","rABIALBrFAGSYL","0.37522667","1.110898634","47.27720324","0.067632589","26.89258962","18.88768453","17.73546061","36.48426524","42.55762119","699.0299181","16.42549321"
"MRL9","A","MRL9A","rABIALBrACEPSE","0.611393219","1.247655551","46.46461614","0.071504048","22.5427049","18.11970848","16.59569332","42.7418933","37.24154164","649.8179797","17.44874007"
"MRL9","C","MRL9C","rABIALBrACEPSE","0.611393219","1.247655551","46.46461614","0.071504048","22.5427049","18.11970848","16.59569332","42.7418933","37.24154164","649.8179797","17.44874007"
"MRL9","D","MRL9D","rABIALBrACEPSE","0.611393219","1.247655551","46.46461614","0.071504048","22.5427049","18.11970848","16.59569332","42.7418933","37.24154164","649.8179797","17.44874007"
"MRL9","F","MRL9F","rABIALBrACEPSE","0.611393219","1.247655551","46.46461614","0.071504048","22.5427049","18.11970848","16.59569332","42.7418933","37.24154164","649.8179797","17.44874007"
"MSL1","A","MSL1A","sQUEILE","0.765603925","0.935281773","47.01129786","0.054637855","12.68073741","19.16861316","16.60619666","51.54445276","50.2643152","860.4162418","17.11783476"
"MSL1","C","MSL1C","sQUEILE","0.765603925","0.935281773","47.01129786","0.054637855","12.68073741","19.16861316","16.60619666","51.54445276","50.2643152","860.4162418","17.11783476"
"MSL1","D","MSL1D","sQUEILE","0.765603925","0.935281773","47.01129786","0.054637855","12.68073741","19.16861316","16.60619666","51.54445276","50.2643152","860.4162418","17.11783476"
"MSL1","F","MSL1F","sQUEILE","0.765603925","0.935281773","47.01129786","0.054637855","12.68073741","19.16861316","16.60619666","51.54445276","50.2643152","860.4162418","17.11783476"
"MSL10","A","MSL10A","sPINNIGsPINSYL","0.759135871","0.31157816","51.48910077","0.03558239","16.60298469","19.64893497","15.02018229","48.72789806","165.2525994","1447.038864","8.756527092"
"MSL10","C","MSL10C","sPINNIGsPINSYL","0.759135871","0.31157816","51.48910077","0.03558239","16.60298469","19.64893497","15.02018229","48.72789806","165.2525994","1447.038864","8.756527092"
"MSL10","D","MSL10D","sPINNIGsPINSYL","0.759135871","0.31157816","51.48910077","0.03558239","16.60298469","19.64893497","15.02018229","48.72789806","165.2525994","1447.038864","8.756527092"
"MSL10","F","MSL10F","sPINNIGsPINSYL","0.759135871","0.31157816","51.48910077","0.03558239","16.60298469","19.64893497","15.02018229","48.72789806","165.2525994","1447.038864","8.756527092"
"MSL11","A","MSL11A","sPINNIGsPINSYLsQUEFAG","0.674173738","0.385263473","49.6147605","0.026699906","15.5710156","19.33690636","17.47969237","47.61238566","128.7813769","1858.237264","14.42939428"
"MSL11","C","MSL11C","sPINNIGsPINSYLsQUEFAG","0.674173738","0.385263473","49.6147605","0.026699906","15.5710156","19.33690636","17.47969237","47.61238566","128.7813769","1858.237264","14.42939428"
"MSL11","D","MSL11D","sPINNIGsPINSYLsQUEFAG","0.674173738","0.385263473","49.6147605","0.026699906","15.5710156","19.33690636","17.47969237","47.61238566","128.7813769","1858.237264","14.42939428"
"MSL11","F","MSL11F","sPINNIGsPINSYLsQUEFAG","0.674173738","0.385263473","49.6147605","0.026699906","15.5710156","19.33690636","17.47969237","47.61238566","128.7813769","1858.237264","14.42939428"
"MSL12","A","MSL12A","sPINNIGsPINSYLsQUEILE","0.71235214","0.519479364","49.9964998","0.041934211","15.29556893","19.4888277","15.54885375","49.66674962","96.24347617","1192.260401","12.38796071"
"MSL12","C","MSL12C","sPINNIGsPINSYLsQUEILE","0.71235214","0.519479364","49.9964998","0.041934211","15.29556893","19.4888277","15.54885375","49.66674962","96.24347617","1192.260401","12.38796071"
"MSL12","D","MSL12D","sPINNIGsPINSYLsQUEILE","0.71235214","0.519479364","49.9964998","0.041934211","15.29556893","19.4888277","15.54885375","49.66674962","96.24347617","1192.260401","12.38796071"
"MSL12","F","MSL12F","sPINNIGsPINSYLsQUEILE","0.71235214","0.519479364","49.9964998","0.041934211","15.29556893","19.4888277","15.54885375","49.66674962","96.24347617","1192.260401","12.38796071"
"MSL13","A","MSL13A","sPINNIGsQUEFAGsQUEILE","0.655931107","0.588650664","48.31031715","0.038335746","14.90760662","19.09814168","17.90575361","48.08849809","82.06958749","1260.189834","15.3551379"
"MSL13","C","MSL13C","sPINNIGsQUEFAGsQUEILE","0.655931107","0.588650664","48.31031715","0.038335746","14.90760662","19.09814168","17.90575361","48.08849809","82.06958749","1260.189834","15.3551379"
"MSL13","D","MSL13D","sPINNIGsQUEFAGsQUEILE","0.655931107","0.588650664","48.31031715","0.038335746","14.90760662","19.09814168","17.90575361","48.08849809","82.06958749","1260.189834","15.3551379"
"MSL13","F","MSL13F","sPINNIGsQUEFAGsQUEILE","0.655931107","0.588650664","48.31031715","0.038335746","14.90760662","19.09814168","17.90575361","48.08849809","82.06958749","1260.189834","15.3551379"
"MSL14","A","MSL14A","sPINSYLsQUEFAGsQUEILE","0.748907566","0.597678691","47.93400192","0.02776771","13.61959307","19.25545651","18.11097405","49.01397637","80.20028593","1726.249734","21.52423416"
"MSL14","C","MSL14C","sPINSYLsQUEFAGsQUEILE","0.748907566","0.597678691","47.93400192","0.02776771","13.61959307","19.25545651","18.11097405","49.01397637","80.20028593","1726.249734","21.52423416"
"MSL14","D","MSL14D","sPINSYLsQUEFAGsQUEILE","0.748907566","0.597678691","47.93400192","0.02776771","13.61959307","19.25545651","18.11097405","49.01397637","80.20028593","1726.249734","21.52423416"
"MSL14","F","MSL14F","sPINSYLsQUEFAGsQUEILE","0.748907566","0.597678691","47.93400192","0.02776771","13.61959307","19.25545651","18.11097405","49.01397637","80.20028593","1726.249734","21.52423416"
"MSL15","A","MSL15A","sPINNIGsPINSYLsQUEFAGsQUEILE","0.664184679","0.522768048","48.96389484","0.033684393","14.84844606","19.29483306","17.26131844","48.59540244","93.66275356","1453.607739","15.51959219"
"MSL15","C","MSL15C","sPINNIGsPINSYLsQUEFAGsQUEILE","0.664184679","0.522768048","48.96389484","0.033684393","14.84844606","19.29483306","17.26131844","48.59540244","93.66275356","1453.607739","15.51959219"
"MSL15","D","MSL15D","sPINNIGsPINSYLsQUEFAGsQUEILE","0.664184679","0.522768048","48.96389484","0.033684393","14.84844606","19.29483306","17.26131844","48.59540244","93.66275356","1453.607739","15.51959219"
"MSL15","F","MSL15F","sPINNIGsPINSYLsQUEFAGsQUEILE","0.664184679","0.522768048","48.96389484","0.033684393","14.84844606","19.29483306","17.26131844","48.59540244","93.66275356","1453.607739","15.51959219"
"MSL2","A","MSL2A","sQUEFAG","0.586992261","0.532634099","45.86607997","0.008934939","13.50707744","18.71284915","22.39871254","45.38136087","86.11179799","5133.340053","59.61250575"
"MSL2","C","MSL2C","sQUEFAG","0.586992261","0.532634099","45.86607997","0.008934939","13.50707744","18.71284915","22.39871254","45.38136087","86.11179799","5133.340053","59.61250575"
"MSL2","D","MSL2D","sQUEFAG","0.586992261","0.532634099","45.86607997","0.008934939","13.50707744","18.71284915","22.39871254","45.38136087","86.11179799","5133.340053","59.61250575"
"MSL2","F","MSL2F","sQUEFAG","0.586992261","0.532634099","45.86607997","0.008934939","13.50707744","18.71284915","22.39871254","45.38136087","86.11179799","5133.340053","59.61250575"
"MSL3","A","MSL3A","sPINSYL","0.713528736","0.325120201","50.92462794","0.019730336","14.67096437","19.88490722","15.32801294","50.11611547","156.6332323","2581.031977","16.47818882"
"MSL3","C","MSL3C","sPINSYL","0.713528736","0.325120201","50.92462794","0.019730336","14.67096437","19.88490722","15.32801294","50.11611547","156.6332323","2581.031977","16.47818882"
"MSL3","D","MSL3D","sPINSYL","0.713528736","0.325120201","50.92462794","0.019730336","14.67096437","19.88490722","15.32801294","50.11611547","156.6332323","2581.031977","16.47818882"
"MSL3","F","MSL3F","sPINSYL","0.713528736","0.325120201","50.92462794","0.019730336","14.67096437","19.88490722","15.32801294","50.11611547","156.6332323","2581.031977","16.47818882"
"MSL4","A","MSL4A","sPINNIG","0.646013125","0.298036118","52.05357361","0.051434444","18.53500501","19.41296272","14.71235163","47.33968064","174.6552528","1012.037267","5.794485136"
"MSL4","C","MSL4C","sPINNIG","0.646013125","0.298036118","52.05357361","0.051434444","18.53500501","19.41296272","14.71235163","47.33968064","174.6552528","1012.037267","5.794485136"
"MSL4","D","MSL4D","sPINNIG","0.646013125","0.298036118","52.05357361","0.051434444","18.53500501","19.41296272","14.71235163","47.33968064","174.6552528","1012.037267","5.794485136"
"MSL4","F","MSL4F","sPINNIG","0.646013125","0.298036118","52.05357361","0.051434444","18.53500501","19.41296272","14.71235163","47.33968064","174.6552528","1012.037267","5.794485136"
"MSL5","A","MSL5A","sQUEFAGsQUEILE","0.697637767","0.733957936","46.43868891","0.031786397","13.09390743","18.94073116","19.5024546","48.46290682","63.27159448","1460.961082","23.09031555"
"MSL5","C","MSL5C","sQUEFAGsQUEILE","0.697637767","0.733957936","46.43868891","0.031786397","13.09390743","18.94073116","19.5024546","48.46290682","63.27159448","1460.961082","23.09031555"
"MSL5","D","MSL5D","sQUEFAGsQUEILE","0.697637767","0.733957936","46.43868891","0.031786397","13.09390743","18.94073116","19.5024546","48.46290682","63.27159448","1460.961082","23.09031555"
"MSL5","F","MSL5F","sQUEFAGsQUEILE","0.697637767","0.733957936","46.43868891","0.031786397","13.09390743","18.94073116","19.5024546","48.46290682","63.27159448","1460.961082","23.09031555"
"MSL6","A","MSL6A","sPINSYLsQUEILE","0.716840163","0.630200987","48.9679629","0.037184095","13.67585089","19.52676019","15.9671048","50.83028412","77.70213615","1316.90612","16.94813278"
"MSL6","C","MSL6C","sPINSYLsQUEILE","0.716840163","0.630200987","48.9679629","0.037184095","13.67585089","19.52676019","15.9671048","50.83028412","77.70213615","1316.90612","16.94813278"
"MSL6","D","MSL6D","sPINSYLsQUEILE","0.716840163","0.630200987","48.9679629","0.037184095","13.67585089","19.52676019","15.9671048","50.83028412","77.70213615","1316.90612","16.94813278"
"MSL6","F","MSL6F","sPINSYLsQUEILE","0.716840163","0.630200987","48.9679629","0.037184095","13.67585089","19.52676019","15.9671048","50.83028412","77.70213615","1316.90612","16.94813278"
"MSL7","A","MSL7A","sPINNIGsQUEILE","0.686830775","0.616658946","49.53243574","0.053036149","15.60787121","19.29078794","15.65927415","49.4420667","80.32387443","933.9372566","11.62714402"
"MSL7","C","MSL7C","sPINNIGsQUEILE","0.686830775","0.616658946","49.53243574","0.053036149","15.60787121","19.29078794","15.65927415","49.4420667","80.32387443","933.9372566","11.62714402"
"MSL7","D","MSL7D","sPINNIGsQUEILE","0.686830775","0.616658946","49.53243574","0.053036149","15.60787121","19.29078794","15.65927415","49.4420667","80.32387443","933.9372566","11.62714402"
"MSL7","F","MSL7F","sPINNIGsQUEILE","0.686830775","0.616658946","49.53243574","0.053036149","15.60787121","19.29078794","15.65927415","49.4420667","80.32387443","933.9372566","11.62714402"
"MSL8","A","MSL8A","sPINSYLsQUEFAG","0.670501073","0.42887715","48.39535395","0.014332637","14.0890209","19.29887818","18.86336274","47.74873817","112.8419967","3376.58398","29.92311443"
"MSL8","C","MSL8C","sPINSYLsQUEFAG","0.670501073","0.42887715","48.39535395","0.014332637","14.0890209","19.29887818","18.86336274","47.74873817","112.8419967","3376.58398","29.92311443"
"MSL8","D","MSL8D","sPINSYLsQUEFAG","0.670501073","0.42887715","48.39535395","0.014332637","14.0890209","19.29887818","18.86336274","47.74873817","112.8419967","3376.58398","29.92311443"
"MSL8","F","MSL8F","sPINSYLsQUEFAG","0.670501073","0.42887715","48.39535395","0.014332637","14.0890209","19.29887818","18.86336274","47.74873817","112.8419967","3376.58398","29.92311443"
"MSL9","A","MSL9A","sPINNIGsQUEFAG","0.547803686","0.415335109","48.95982679","0.030184691","16.02104122","19.06290593","18.55553209","46.36052076","117.8802989","1622.008535","13.75979319"
"MSL9","C","MSL9C","sPINNIGsQUEFAG","0.547803686","0.415335109","48.95982679","0.030184691","16.02104122","19.06290593","18.55553209","46.36052076","117.8802989","1622.008535","13.75979319"
"MSL9","D","MSL9D","sPINNIGsQUEFAG","0.547803686","0.415335109","48.95982679","0.030184691","16.02104122","19.06290593","18.55553209","46.36052076","117.8802989","1622.008535","13.75979319"
"MSL9","F","MSL9F","sPINNIGsQUEFAG","0.547803686","0.415335109","48.95982679","0.030184691","16.02104122","19.06290593","18.55553209","46.36052076","117.8802989","1622.008535","13.75979319"

